,name,type
1038,Khin Aye Mon ,F
1039,Khin Aye Mu ,F
1040,Khin Aye Myint ,F
1041,Khin Aye Nwe ,F
1042,Khin Aye Swe ,F
1043,Khin Aye Than ,F
1044,Khin Aye Thar ,F
1045,Khin Aye Thi ,F
1046,Khin Aye Tint ,F
1047,Khin Aye Win ,F
1048,Khin Aye Yi ,F
1049,Khin Cho ,F
1050,Khin Cho ,M
1051,Khin Cho Cho ,F
1052,Khin Cho Lwin ,F
1053,Khin Cho Myint ,F
1054,Khin Cho Oo ,F
1055,Khin Cho Thet ,F
1056,Khin Cho Win ,F
1057,Khin Ei ,F
1058,Khin Gyi ,M
1059,Khin Han ,M
1060,Khin Hla ,F
1061,Khin Hla ,M
1062,Khin Hla Aye ,F
1063,Khin Hla Hla ,F
1064,Khin Hla Kyi ,F
1065,Khin Hla Mu ,F
1066,Khin Hla Myaing ,F
1067,Khin Hla Myint ,F
1068,Khin Hla Oo ,F
1069,Khin Hla Sein ,F
1070,Khin Hla Tin ,F
1071,Khin Hla Wai ,F
1072,Khin Hla Win ,F
1073,Khin Hla Yi ,F
1074,Khin Hlaing ,F
1075,Khin Hlaing ,M
1076,Khin Hmwe ,F
1077,Khin Hnin ,F
1078,Khin Hnin Aye ,F
1079,Khin Hnin Kyi ,F
1080,Khin Hnin Lwin ,F
1081,Khin Hnin Oo ,F
1082,Khin Hnin Phyu ,F
1083,Khin Hnin Si ,F
1084,Khin Hnin Swe ,F
1085,Khin Hnin Wai ,F
1086,Khin Hnin Yi ,F
1087,Khin Hnin Yu ,F
1088,Khin Hoke ,M
1089,Khin Htar ,F
1090,Khin Htar Myint ,F
1091,Khin Htar Oo ,F
1092,Khin Htar Yi ,F
1093,Khin Htay ,F
1094,Khin Htay ,M
1095,Khin Htay Hlaing ,F
1096,Khin Htay Kyi ,F
1097,Khin Htay Maw ,F
1098,Khin Htay Myint ,F
1099,Khin Htay Nwe ,F
1100,Khin Htay Oo ,F
1101,Khin Htay Win ,F
1102,Khin Htay Yi ,F
1103,Khin Htoo ,F
1104,Khin Htwe ,F
1105,Khin Htwe ,M
1106,Khin Htwe Kyi ,F
1107,Khin Htwe Myint ,F
1108,Khin Htwe Ye ,F
1109,Khin Htwe Yi ,F
1110,Khin Khin ,F
1111,Khin Khin Aye ,F
1112,Khin Khin Cho ,F
1113,Khin Khin Gyi ,F
1114,Khin Khin Hla ,F
1115,Khin Khin Htar ,F
1116,Khin Khin Htay ,F
1117,Khin Khin Htwe ,F
1118,Khin Khin Kyi ,F
1119,Khin Khin Kyu ,F
1120,Khin Khin Lat ,F
1121,Khin Khin Lay ,F
1122,Khin Khin Maw ,F
1123,Khin Khin Moe ,F
1124,Khin Khin Mya ,F
1125,Khin Khin Myint ,F
1126,Khin Khin Myo ,F
1127,Khin Khin Nu ,F
1128,Khin Khin Nwe ,F
1129,Khin Khin Nyein ,F
1130,Khin Khin Nyo ,F
1131,Khin Khin Nyunt ,F
1132,Khin Khin Ohn ,F
1133,Khin Khin Oo ,F
1134,Khin Khin Pyone ,F
1135,Khin Khin San ,F
1136,Khin Khin Saw ,F
1137,Khin Khin Sein ,F
1138,Khin Khin Shwe ,F
1139,Khin Khin Si ,F
1140,Khin Khin Soe ,F
1141,Khin Khin Su ,F
1142,Khin Khin Swe ,F
1143,Khin Khin Than ,F
1144,Khin Khin Thaung ,F
1145,Khin Khin Thein ,F
1146,Khin Khin Tint ,F
1147,Khin Khin Tun ,F
1148,Khin Khin Wai ,F
1149,Khin Khin Win ,F
1150,Khin Khin Ye ,F
1151,Khin Khin Yi ,F
1152,Khin Khin Yu ,F
1153,Khin Ko ,M
1154,Khin Kyaing ,F
1155,Khin Kyaing ,M
1156,Khin Kyaw ,M
1157,Khin Kyi ,F
1158,Khin Kyi ,M
1159,Khin Kyi Myint ,F
1160,Khin Kyu ,F
1161,Khin Kyu Kyu ,F
1162,Khin Kywe ,F
1163,Khin Lat ,F
1164,Khin Lat ,M
1165,Khin Lay ,F
1166,Khin Lay Kyi ,F
1167,Khin Lay Kyu ,F
1168,Khin Lay Maw ,F
1169,Khin Lay Myint ,F
1170,Khin Lay Nwe ,F
1171,Khin Lay Swe ,F
1172,Khin Lay Win ,F
1173,Khin Lay Yi ,F
1174,Khin Lay Yu ,F
1175,Khin Lin ,F
1176,Khin Lin ,M
1177,Khin Lin Oo ,F
1178,Khin Ma ,F
1179,Khin Ma Gyi ,F
1180,Khin Ma Lay ,F
1181,Khin Ma Ma ,F
1182,Khin Ma Ma Soe ,F
1183,Khin Mar ,F
1184,Khin Mar Aye ,F
1185,Khin Mar Cho ,F
1186,Khin Mar Htay ,F
1187,Khin Mar Htwe ,F
1188,Khin Mar Kyi ,F
1189,Khin Mar Kyu ,F
1190,Khin Mar Lay ,F
1191,Khin Mar Lwin ,F
1192,Khin Mar Mar ,F
1193,Khin Mar Myint ,F
1194,Khin Mar Nwe ,F
1195,Khin Mar Nyo ,F
1196,Khin Mar Oo ,F
1197,Khin Mar Sein ,F
1198,Khin Mar Shwe ,F
1199,Khin Mar Si ,F
1200,Khin Mar Soe ,F
1201,Khin Mar Swe ,F
1202,Khin Mar Than ,F
1203,Khin Mar Thi ,F
1204,Khin Mar Thwin ,F
1205,Khin Mar Tin ,F
1206,Khin Mar Wai ,F
1207,Khin Mar Win ,F
1208,Khin Mar Yi ,F
1209,Khin Marlar ,F
1210,Khin Maung ,M
1211,Khin Maung Aye ,M
1212,Khin Maung Bo ,M
1213,Khin Maung Chit ,M
1214,Khin Maung Cho ,M
1215,Khin Maung Dwe ,M
1216,Khin Maung Gyi ,M
1217,Khin Maung Hein ,M
1218,Khin Maung Hla ,M
1219,Khin Maung Hlaing ,M
1220,Khin Maung Htay ,M
1221,Khin Maung Htoo ,M
1222,Khin Maung Htut ,M
1223,Khin Maung Htwe ,M
1224,Khin Maung Ko ,M
1225,Khin Maung Kyaw ,M
1226,Khin Maung Kyi ,M
1227,Khin Maung Kyu ,M
1228,Khin Maung Lat ,M
1229,Khin Maung Lay ,M
1230,Khin Maung Lin ,M
1231,Khin Maung Lwin ,M
1232,Khin Maung Maung ,M
1233,Khin Maung Maw ,M
1234,Khin Maung Mya ,M
1235,Khin Maung Myat ,M
1236,Khin Maung Myint ,M
1237,Khin Maung Myo ,M
1238,Khin Maung Naing ,M
1239,Khin Maung Ni ,M
1240,Khin Maung Nyein ,M
1241,Khin Maung Nyo ,M
1242,Khin Maung Nyunt ,M
1243,Khin Maung Ohn ,M
1244,Khin Maung Oo ,M
1245,Khin Maung Phyu ,M
1246,Khin Maung San ,M
1247,Khin Maung Saw ,M
1248,Khin Maung Sein ,M
1249,Khin Maung Shein ,M
1250,Khin Maung Shwe ,M
1251,Khin Maung Si ,M
1252,Khin Maung Sint ,M
1253,Khin Maung Soe ,M
1254,Khin Maung Swe ,M
1255,Khin Maung Than ,M
1256,Khin Maung Thant ,M
1257,Khin Maung Thaung ,M
1258,Khin Maung Thein ,M
1259,Khin Maung Thet ,M
1260,Khin Maung Thin ,M
1261,Khin Maung Thwin ,M
1262,Khin Maung Tin ,M
1263,Khin Maung Tint ,M
1264,Khin Maung Toe ,M
1265,Khin Maung Tun ,M
1266,Khin Maung Wai ,M
1267,Khin Maung Win ,M
1268,Khin Maung Yi ,M
1269,Khin Maung Yin ,M
1270,Khin Maung Zaw ,M
1271,Khin Maung Zin ,M
1272,Khin Maw ,F
1273,Khin Maw ,M
1274,Khin May ,F
1275,Khin May Aung ,F
1276,Khin May Aye ,F
1277,Khin May Chit ,F
1278,Khin May Gyi ,F
1279,Khin May Hla ,F
1280,Khin May Htay ,F
1281,Khin May Kyi ,F
1282,Khin May Lin ,F
1283,Khin May Lwin ,F
1284,Khin May Myint ,F
1285,Khin May Nyunt ,F
1286,Khin May Ohn ,F
1287,Khin May Oo ,F
1288,Khin May Sein ,F
1289,Khin May Si ,F
1290,Khin May Soe ,F
1291,Khin May Than ,F
1292,Khin May Thein ,F
1293,Khin May Thet ,F
1294,Khin May Thi ,F
1295,Khin May Tin ,F
1296,Khin May Win ,F
1297,Khin May Yi ,F
1298,Khin May Yu ,F
1299,Khin Mi ,F
1300,Khin Mi Mi ,F
1301,Khin Mi Mi Hlaing ,F
1302,Khin Min ,M
1303,Khin Moe Aye ,F
1304,Khin Moe Lwin ,F
1305,Khin Moe Moe ,F
1306,Khin Moe Myint ,F
1307,Khin Moe Swe ,F
1308,Khin Moe Thu ,F
1309,Khin Mu ,F
1310,Khin Mu Aye ,F
1311,Khin Mu Mu ,F
1312,Khin Mya ,F
1313,Khin Mya ,M
1314,Khin Mya Aye ,F
1315,Khin Mya Mon ,F
1316,Khin Mya Mu ,F
1317,Khin Mya Mya ,F
1318,Khin Mya Oo ,F
1319,Khin Mya Sein ,F
1320,Khin Mya Than ,F
1321,Khin Mya Thwe ,F
1322,Khin Mya Wai ,F
1323,Khin Mya Win ,F
1324,Khin Myaing ,F
1325,Khin Myat Mon ,F
1326,Khin Myat Mu ,F
1327,Khin Myat Nwe ,F
1328,Khin Myat Swe ,F
1329,Khin Myat Thet ,F
1330,Khin Myat Thu ,F
1331,Khin Myint ,F
1332,Khin Myint ,M
1333,Khin Myint Aye ,F
1334,Khin Myint Htwe ,F
1335,Khin Myint Kyi ,F
1336,Khin Myint Maw ,F
1337,Khin Myint May ,F
1338,Khin Myint Myint ,F
1339,Khin Myint Oo ,F
1340,Khin Myint Swe ,F
1341,Khin Myint Than ,F
1342,Khin Myint Wai ,F
1343,Khin Myint Win ,F
1344,Khin Myint Yi ,F
1345,Khin Myo ,F
1346,Khin Myo Aung ,M
1347,Khin Myo Aye ,F
1348,Khin Myo Chit ,F
1349,Khin Myo Hla ,F
1350,Khin Myo Khaing ,F
1351,Khin Myo Kyi ,F
1352,Khin Myo Myat ,F
1353,Khin Myo Myint ,F
1354,Khin Myo Nwe ,F
1355,Khin Myo Nyunt ,F
1356,Khin Myo Oo ,F
1357,Khin Myo Swe ,F
1358,Khin Myo Thant ,F
1359,Khin Myo Thet ,F
1360,Khin Myo Thu ,F
1361,Khin Myo Tint ,F
1362,Khin Myo Win ,F
1363,Khin Myo Yi ,F
1364,Khin Naing ,M
1365,Khin Nan Mu ,F
1366,Khin Ngwe ,M
1367,Khin Ni ,F
1368,Khin Nu ,F
1369,Khin Nu Nu ,F
1370,Khin Nwe ,F
1371,Khin Nwe Aye ,F
1372,Khin Nwe Mu ,F
1373,Khin Nwe Myint ,F
1374,Khin Nwe Nwe ,F
1375,Khin Nwe Oo ,F
1376,Khin Nwe Win ,F
1377,Khin Nwe Yi ,F
1378,Khin Nyein ,F
1379,Khin Nyein ,M
1380,Khin Nyein Nyein ,F
1381,Khin Nyo ,F
1382,Khin Nyo ,M
1383,Khin Nyo Nyo ,F
1384,Khin Nyo Win ,F
1385,Khin Nyunt ,F
1386,Khin Nyunt ,M
1387,Khin Nyunt Nyunt ,F
1388,Khin Nyunt Wai ,F
1389,Khin Nyunt Yi ,F
1390,Khin Ohn ,F
1391,Khin Ohn ,M
1392,Khin Ohn Kyi ,F
1393,Khin Ohn Myint ,F
1394,Khin Ohn Yi ,F
1395,Khin Ohnmar ,F
1396,Khin Oo ,F
1397,Khin Oo ,M
1398,Khin Oo May ,F
1399,Khin Ou ,F
1400,Khin Phone ,F
1401,Khin Phone Myint ,F
1402,Khin Phyu ,F
1403,Khin Phyu Phyu ,F
1404,Khin Phyu Win ,F
1405,Khin Po ,F
1406,Khin Pu ,F
1407,Khin Pyone ,F
1408,Khin Pyone Kyi ,F
1409,Khin Pyone Pyone ,F
1410,Khin Pyone Shwe ,F
1411,Khin Pyone Win ,F
1412,Khin Pyone Yi ,F
1413,Khin San ,F
1414,Khin San ,M
1415,Khin San Aye ,F
1416,Khin San Hlaing ,F
1417,Khin San Htay ,F
1418,Khin San Htwe ,F
1419,Khin San Kyi ,F
1420,Khin San Kyu ,F
1421,Khin San Lin ,F
1422,Khin San Lwin ,F
1423,Khin San Maw ,F
1424,Khin San May ,F
1425,Khin San Mu ,F
1426,Khin San Myint ,F
1427,Khin San Nwe ,F
1428,Khin San Nyunt ,F
1429,Khin San Oo ,F
1430,Khin San San ,F
1431,Khin San Shwe ,F
1432,Khin San Tin ,F
1433,Khin San Tint ,F
1434,Khin San Wai ,F
1435,Khin San Win ,F
1436,Khin San Ye ,F
1437,Khin San Yi ,F
1438,Khin San Yin ,F
1439,Khin San Yu ,F
1440,Khin Sandar ,F
1441,Khin Sandar Win ,F
1442,Khin Saw ,F
1443,Khin Saw ,M
1444,Khin Saw Hla ,F
1445,Khin Saw Hnin ,F
1446,Khin Saw Lwin ,F
1447,Khin Saw Mu ,F
1448,Khin Saw Myint ,F
1449,Khin Saw Nwe ,F
1450,Khin Saw Oo ,F
1451,Khin Saw Wai ,F
1452,Khin Saw Win ,F
1453,Khin Saw Yi ,F
1454,Khin Sein ,F
1455,Khin Sein ,M
1456,Khin Sein Myint ,F
1457,Khin Sein Win ,F
1458,Khin Shein ,F
1459,Khin Shein ,M
1460,Khin Shu ,F
1461,Khin Shwe ,F
1462,Khin Shwe ,M
1463,Khin Shwe Oo ,F
1464,Khin Shwe Win ,F
1465,Khin Si ,F
1466,Khin Sint ,F
1467,Khin Soe ,F
1468,Khin Soe ,M
1469,Khin Soe Lwin ,F
1470,Khin Soe Min ,M
1471,Khin Soe Myint ,F
1472,Khin Soe Soe ,F
1473,Khin Soe Win ,F
1474,Khin Soe Yi ,F
1475,Khin Su ,F
1476,Khin Su Hlaing ,F
1477,Khin Su Su ,F
1478,Khin Su Wai ,F
1479,Khin Su Win ,F
1480,Khin Swe ,F
1481,Khin Swe ,M
1482,Khin Swe Aye ,F
1483,Khin Swe Hlaing ,F
1484,Khin Swe Myint ,F
1485,Khin Swe Oo ,F
1486,Khin Swe Than ,F
1487,Khin Swe Thein ,F
1488,Khin Swe Tint ,F
1489,Khin Swe Win ,F
1490,Khin Swe Yi ,F
1491,Khin Swe Yu ,F
1492,Khin Than ,F
1493,Khin Than ,M
1494,Khin Than Aye ,F
1495,Khin Than Hla ,F
1496,Khin Than Htay ,F
1497,Khin Than Htwe ,F
1498,Khin Than Kyi ,F
1499,Khin Than Lwin ,F
1500,Khin Than Myint ,F
1501,Khin Than Naing ,F
1502,Khin Than Nu ,F
1503,Khin Than Nwe ,F
1504,Khin Than Nwet ,F
1505,Khin Than Nyunt ,F
1506,Khin Than Oo ,F
1507,Khin Than Sein ,F
1508,Khin Than Shwe ,F
1509,Khin Than Si ,F
1510,Khin Than Su ,F
1511,Khin Than Swe ,F
1512,Khin Than Tin ,F
1513,Khin Than Wai ,F
1514,Khin Than Win ,F
1515,Khin Than Yi ,F
1516,Khin Than Yin ,F
1517,Khin Than Yu ,F
1518,Khin Thandar ,F
1519,Khin Thandar Soe ,F
1520,Khin Thant Zin ,F
1521,Khin Thaung ,F
1522,Khin Thaung ,M
1523,Khin Thein ,F
1524,Khin Thein ,M
1525,Khin Thein Aye ,F
1526,Khin Thein Myint ,F
1527,Khin Thein Oo ,F
1528,Khin Thein Win ,F
1529,Khin Thein Yi ,F
1530,Khin Thet ,F
1531,Khin Thet Nwe ,F
1532,Khin Thet Swe ,F
1533,Khin Thet Tin ,F
1534,Khin Thet Wai ,F
1535,Khin Thi ,F
1536,Khin Thida ,F
1537,Khin Thida Aye ,F
1538,Khin Thida Lwin ,F
1539,Khin Thida Soe ,F
1540,Khin Thida Tun ,F
1541,Khin Thida Win ,F
1542,Khin Thu ,F
1543,Khin Thuzar ,F
1544,Khin Ti ,F
1545,Khin Tint ,F
1546,Khin Toe ,F
1547,Khin Toe ,M
1548,Khin Toe Myint ,F
1549,Khin Toke ,F
1550,Khin Tun ,M
1551,Khin Wai ,F
1552,Khin War ,F
1553,Khin War War ,F
1554,Khin Win ,F
1555,Khin Win ,M
1556,Khin Win Kyi ,F
1557,Khin Win Kyu ,F
1558,Khin Win Mar ,F
1559,Khin Win Maw ,F
1560,Khin Win May ,F
1561,Khin Win Myint ,F
1562,Khin Win Nwe ,F
1563,Khin Win Sein ,F
1564,Khin Win Shwe ,F
1565,Khin Win Swe ,F
1566,Khin Win Tint ,F
1567,Khin Win Win ,F
1568,Khin Win Yi ,F
1569,Khin Wine ,F
1570,Khin Ye ,F
1571,Khin Yi ,F
1572,Khin Yi Myint ,F
1573,Khin Yone ,F
1574,Khin Yu ,F
1575,Khin Yu May ,F
1576,Khin Yu Wai ,F
1577,Khin Zaw ,M
1578,Khin Zaw Aung ,M
1579,Khin Zaw Myint ,M
1580,Khin Zaw Oo ,M
1581,Khin Zaw Win ,M
1582,Ko ,M
1583,Ko Aung ,M
1584,Ko Gyi ,M
1585,Ko Ko ,M
1586,Ko Ko Aung ,M
1587,Ko Ko Aye ,M
1588,Ko Ko Gyi ,M
1589,Ko Ko Hlaing ,M
1590,Ko Ko Htwe ,M
1591,Ko Ko Kyaw ,M
1592,Ko Ko Kyi ,M
1593,Ko Ko Lat ,M
1594,Ko Ko Lay ,M
1595,Ko Ko Lwin ,M
1596,Ko Ko Maung ,M
1597,Ko Ko Myint ,M
1598,Ko Ko Naing ,M
1599,Ko Ko Oo ,M
1600,Ko Ko Soe ,M
1601,Ko Ko Thein ,M
1602,Ko Ko Tin ,M
1603,Ko Ko Tun ,M
1604,Ko Ko Win ,M
1605,Ko Ko Zaw ,M
1606,Ko Kyi ,M
1607,Ko Lat ,M
1608,Ko Lay ,M
1609,Ko Myint ,M
1610,Ko Oo ,M
1611,Ko Win ,M
1612,Kyaing ,F
1613,Kyaing ,M
1614,Kyaing Kyaing ,F
1615,Kyaing San Shwe ,M
1616,Kyaw ,M
1617,Kyaw Aung ,M
1618,Kyaw Aye ,M
1619,Kyaw Din ,M
1620,Kyaw Dun ,M
1621,Kyaw Gyi ,M
1622,Kyaw Han ,M
1623,Kyaw Hein ,M
1624,Kyaw Hla ,M
1625,Kyaw Hlaing ,M
1626,Kyaw Hoe ,M
1627,Kyaw Htay ,M
1628,Kyaw Htet ,M
1629,Kyaw Htike ,M
1630,Kyaw Htin ,M
1631,Kyaw Htoo ,M
1632,Kyaw Htut ,M
1633,Kyaw Htwe ,M
1634,Kyaw Khaing ,M
1635,Kyaw Khaing Oo ,M
1636,Kyaw Khin ,M
1637,Kyaw Khin Thein ,M
1638,Kyaw Ko Ko ,M
1639,Kyaw Kyaw ,M
1640,Kyaw Kyaw Aung ,M
1641,Kyaw Kyaw Aye ,M
1642,Kyaw Kyaw Hlaing ,M
1643,Kyaw Kyaw Htay ,M
1644,Kyaw Kyaw Htwe ,M
1645,Kyaw Kyaw Khaing ,M
1646,Kyaw Kyaw Lin ,M
1647,Kyaw Kyaw Lwin ,M
1648,Kyaw Kyaw Min ,M
1649,Kyaw Kyaw Moe ,M
1650,Kyaw Kyaw Myint ,M
1651,Kyaw Kyaw Naing ,M
1652,Kyaw Kyaw Nyunt ,M
1653,Kyaw Kyaw Oo ,M
1654,Kyaw Kyaw Sein ,M
1655,Kyaw Kyaw Soe ,M
1656,Kyaw Kyaw Thein ,M
1657,Kyaw Kyaw Tun ,M
1658,Kyaw Kyaw Win ,M
1659,Kyaw Kyaw Zin ,M
1660,Kyaw Lay ,M
1661,Kyaw Lin ,M
1662,Kyaw Lin Aung ,M
1663,Kyaw Lin Oo ,M
1664,Kyaw Lin Tun ,M
1665,Kyaw Lwin ,M
1666,Kyaw Lwin Oo ,M
1667,Kyaw Maung ,M
1668,Kyaw Min ,M
1669,Kyaw Min Aung ,M
1670,Kyaw Min Aye ,M
1671,Kyaw Min Khaing ,M
1672,Kyaw Min Lwin ,M
1673,Kyaw Min Naing ,M
1674,Kyaw Min Oo ,M
1675,Kyaw Min Soe ,M
1676,Kyaw Min Thein ,M
1677,Kyaw Min Tun ,M
1678,Kyaw Moe ,M
1679,Kyaw Moe Aung ,M
1680,Kyaw Moe Khaing ,M
1681,Kyaw Moe Lwin ,M
1682,Kyaw Moe Naing ,M
1683,Kyaw Moe Thu ,M
1684,Kyaw Moe Zaw ,M
1685,Kyaw Mya ,M
1686,Kyaw Mya Thein ,M
1687,Kyaw Myaing ,M
1688,Kyaw Myat Soe ,M
1689,Kyaw Myint ,M
1690,Kyaw Myint Aung ,M
1691,Kyaw Myint Naing ,M
1692,Kyaw Myint Oo ,M
1693,Kyaw Myint Swe ,M
1694,Kyaw Myint Thein ,M
1695,Kyaw Myint Tun ,M
1696,Kyaw Myo ,M
1697,Kyaw Myo Aung ,M
1698,Kyaw Myo Hlaing ,M
1699,Kyaw Myo Khaing ,M
1700,Kyaw Myo Lwin ,M
1701,Kyaw Myo Naing ,M
1702,Kyaw Myo Nyunt ,M
1703,Kyaw Myo Tun ,M
1704,Kyaw Myo Win ,M
1705,Kyaw Naing ,M
1706,Kyaw Naing Oo ,M
1707,Kyaw Naing Soe ,M
1708,Kyaw Naing Tun ,M
1709,Kyaw Naing Win ,M
1710,Kyaw Ngwe ,M
1711,Kyaw Nyan Tun ,M
1712,Kyaw Nyein ,M
1713,Kyaw Nyunt ,M
1714,Kyaw Ohn ,M
1715,Kyaw Oo ,M
1716,Kyaw Paing ,M
1717,Kyaw Pe ,M
1718,Kyaw San ,M
1719,Kyaw San Lin ,M
1720,Kyaw San Lwin ,M
1721,Kyaw San Myint ,M
1722,Kyaw San Oo ,M
1723,Kyaw San Tun ,M
1724,Kyaw San Win ,M
1725,Kyaw Sein ,M
1726,Kyaw Sein Hla ,M
1727,Kyaw Sein Tun ,M
1728,Kyaw Sein Win ,M
1729,Kyaw Shein ,M
1730,Kyaw Shin ,M
1731,Kyaw Shwe ,M
1732,Kyaw Sint ,M
1733,Kyaw Soe ,M
1734,Kyaw Soe Aung ,M
1735,Kyaw Soe Hlaing ,M
1736,Kyaw Soe Lin ,M
1737,Kyaw Soe Lwin ,M
1738,Kyaw Soe Min ,M
1739,Kyaw Soe Moe ,M
1740,Kyaw Soe Myint ,M
1741,Kyaw Soe Naing ,M
1742,Kyaw Soe Oo ,M
1743,Kyaw Soe Tun ,M
1744,Kyaw Soe Win ,M
1745,Kyaw Swar ,M
1746,Kyaw Swar Aung ,M
1747,Kyaw Swar Lin ,M
1748,Kyaw Swar Lwin ,M
1749,Kyaw Swar Myint ,M
1750,Kyaw Swar Oo ,M
1751,Kyaw Swar Soe ,M
1752,Kyaw Swar Tun ,M
1753,Kyaw Swar Win ,M
1754,Kyaw Swe ,M
1755,Kyaw Swe Oo ,M
1756,Kyaw Swe Win ,M
1757,Kyaw Than ,M
1758,Kyaw Than Htay ,M
1759,Kyaw Than Oo ,M
1760,Kyaw Thant ,M
1761,Kyaw Thar ,M
1762,Kyaw Thaung ,M
1763,Kyaw Thein ,M
1764,Kyaw Thein Oo ,M
1765,Kyaw Thet ,M
1766,Kyaw Thet Hlaing ,M
1767,Kyaw Thiha ,M
1768,Kyaw Thin ,M
1769,Kyaw Thu ,M
1770,Kyaw Thu Aung ,M
1771,Kyaw Thu Win ,M
1772,Kyaw Thura ,M
1773,Kyaw Thwin ,M
1774,Kyaw Tin ,M
1775,Kyaw Tint ,M
1776,Kyaw Toe ,M
1777,Kyaw Tun ,M
1778,Kyaw Tun Aung ,M
1779,Kyaw Tun Myint ,M
1780,Kyaw Tun Naing ,M
1781,Kyaw Tun Oo ,M
1782,Kyaw Tun Win ,M
1783,Kyaw Wa ,M
1784,Kyaw Wai ,M
1785,Kyaw Wan ,M
1786,Kyaw Way ,M
1787,Kyaw Win ,M
1788,Kyaw Win Aung ,M
1789,Kyaw Win Hlaing ,M
1790,Kyaw Win Maung ,M
1791,Kyaw Win Myint ,M
1792,Kyaw Win Naing ,M
1793,Kyaw Win Oo ,M
1794,Kyaw Win Sein ,M
1795,Kyaw Win Swe ,M
1796,Kyaw Win Tun ,M
1797,Kyaw Ya ,M
1798,Kyaw Yan ,M
1799,Kyaw Yi ,M
1800,Kyaw Yin ,M
1801,Kyaw Zan ,M
1802,Kyaw Zaw ,M
1803,Kyaw Zaw Aung ,M
1804,Kyaw Zaw Lin ,M
1805,Kyaw Zaw Oo ,M
1806,Kyaw Zaw Tun ,M
1807,Kyaw Zeya ,M
1808,Kyaw Zeya Lin ,M
1809,Kyaw Zeya Thein ,M
1810,Kyaw Zeya Win ,M
1811,Kyaw Zin ,M
1812,Kyaw Zin Lat ,M
1813,Kyaw Zin Oo ,M
1814,Kyaw Zin Tun ,M
1815,Kyawt Kyawt Khaing ,F
1816,Kyawt Sein ,F
1817,Kyi ,F
1818,Kyi ,M
1819,Kyi Aung ,F
1820,Kyi Aung ,M
1821,Kyi Aye ,F
1822,Kyi Aye ,M
1823,Kyi Han ,M
1824,Kyi Hla ,F
1825,Kyi Hla ,M
1826,Kyi Hlaing ,F
1827,Kyi Hlaing ,M
1828,Kyi Htain ,M
1829,Kyi Htay ,F
1830,Kyi Htay ,M
1831,Kyi Htoo ,M
1832,Kyi Htwe ,F
1833,Kyi Htwe ,M
1834,Kyi Hwet ,M
1835,Kyi Khaing ,M
1836,Kyi Khin ,F
1837,Kyi Khin ,M
1838,Kyi Kyi ,F
1839,Kyi Kyi Aye ,F
1840,Kyi Kyi Cho ,F
1841,Kyi Kyi Han ,F
1842,Kyi Kyi Hla ,F
1843,Kyi Kyi Hlaing ,F
1844,Kyi Kyi Htay ,F
1845,Kyi Kyi Htwe ,F
1846,Kyi Kyi Khaing ,F
1847,Kyi Kyi Khin ,F
1848,Kyi Kyi Lwin ,F
1849,Kyi Kyi Mar ,F
1850,Kyi Kyi Maw ,F
1851,Kyi Kyi May ,F
1852,Kyi Kyi Mya ,F
1853,Kyi Kyi Myint ,F
1854,Kyi Kyi Nwe ,F
1855,Kyi Kyi Nyunt ,F
1856,Kyi Kyi Ohn ,F
1857,Kyi Kyi Oo ,F
1858,Kyi Kyi San ,F
1859,Kyi Kyi Sein ,F
1860,Kyi Kyi Shein ,F
1861,Kyi Kyi Shwe ,F
1862,Kyi Kyi Soe ,F
1863,Kyi Kyi Swe ,F
1864,Kyi Kyi Than ,F
1865,Kyi Kyi Thein ,F
1866,Kyi Kyi Thin ,F
1867,Kyi Kyi Tin ,F
1868,Kyi Kyi Tun ,F
1869,Kyi Kyi Wai ,F
1870,Kyi Kyi Win ,F
1871,Kyi Lay ,F
1872,Kyi Lay ,M
1873,Kyi Lin ,M
1874,Kyi Lwin ,M
1875,Kyi Lwin Myint ,M
1876,Kyi Maung ,M
1877,Kyi May ,F
1878,Kyi Min ,M
1879,Kyi Moe ,M
1880,Kyi Mya ,F
1881,Kyi Mya ,M
1882,Kyi Myaing ,F
1883,Kyi Myint ,F
1884,Kyi Myint ,M
1885,Kyi Myo Lwin ,M
1886,Kyi Naing ,M
1887,Kyi Ngwe ,M
1888,Kyi Nyein ,M
1889,Kyi Nyo ,M
1890,Kyi Nyunt ,F
1891,Kyi Nyunt ,M
1892,Kyi Oo ,M
1893,Kyi Pe ,M
1894,Kyi San ,F
1895,Kyi San ,M
1896,Kyi Saung ,M
1897,Kyi Sein ,F
1898,Kyi Sein ,M
1899,Kyi Shein ,M
1900,Kyi Shin ,M
1901,Kyi Shwe ,M
1902,Kyi Shwin ,M
1903,Kyi Soe ,M
1904,Kyi Swe ,M
1905,Kyi Than ,F
1906,Kyi Than ,M
1907,Kyi Thar ,M
1908,Kyi Thaung ,M
1909,Kyi Thein ,F
1910,Kyi Thein ,M
1911,Kyi Thwin ,M
1912,Kyi Tin ,M
1913,Kyi Toe ,M
1914,Kyi Tun ,M
1915,Kyi Wai ,F
1916,Kyi Wai ,M
1917,Kyi Win ,F
1918,Kyi Win ,M
1919,Kyi Yin ,F
1920,Kyi Yin ,M
1921,Kyin ,F
1922,Kyin ,M
1923,Kyin Aung ,M
1924,Kyin Aye ,F
1925,Kyin Aye ,M
1926,Kyin Han ,F
1927,Kyin Han ,M
